335,335,1
336,336,1
337,337,1
338,338,0
339,339,1
340,340,0
341,341,1
342,342,1
343,343,0
344,344,0
345,345,1
346,346,0
347,347,0
348,348,1
349,349,0
350,350,0
351,351,1
352,352,1
353,353,0
354,354,0
355,355,1
356,356,1
357,357,1
358,358,0
359,359,0
360,360,0
361,361,1
362,362,1
363,363,0
364,364,1
365,365,0
366,366,1
367,367,0
368,368,1
369,369,0
370,370,1
371,371,0
372,372,0
373,373,1
374,374,1
375,375,0
376,376,1
377,377,1
378,378,1
379,379,1
380,380,0
381,381,1
382,382,0
383,383,0
384,384,0
385,385,0
386,386,1
387,387,0
388,388,1
389,389,1
390,390,0
391,391,0
392,392,0
393,393,1
394,394,0
395,395,1
396,396,0
397,397,0
398,398,0
399,399,1
400,400,1
401,401,0
402,402,1
403,403,0
404,404,0
405,405,1
406,406,1
407,407,0
408,408,0
409,409,0
410,410,0
411,411,0
412,412,1
413,413,1
414,414,0
415,415,1
416,416,1
417,417,1
418,418,1
419,419,0
420,420,1
421,421,1
422,422,1
423,423,1
424,424,1
425,425,0
426,426,1
427,427,0
428,428,1
429,429,1
430,430,1
431,431,0
432,432,1
433,433,1
434,434,0
435,435,1
436,436,0
437,437,0
438,438,0
439,439,1
440,440,0
441,441,0
442,442,0
443,443,1
444,444,0
445,445,1
446,446,0
447,447,1
448,448,1
449,449,1
450,450,0
451,451,1
452,452,0
453,453,1
454,454,1
455,455,0
456,456,0
457,457,0
458,458,0
459,459,0
460,460,1
461,461,1
462,462,1
463,463,0
464,464,1
465,465,0
466,466,0
467,467,0
468,468,0
469,469,0
470,470,0
471,471,0
472,472,1
473,473,1
474,474,0
475,475,0
476,476,0
477,477,1
478,478,0
479,479,0
480,480,1
481,481,0
482,482,1
483,483,0
484,484,1
485,485,1
486,486,0
487,487,0
488,488,0
489,489,0
490,490,0
491,491,1
492,492,1
493,493,1
494,494,1
495,495,0
496,496,1
497,497,1
498,498,0
499,499,1
500,500,0
501,501,1
502,502,1
503,503,1
504,504,1
505,505,1
506,506,1
507,507,1
508,508,0
509,509,1
510,510,1
511,511,0
512,512,1
513,513,1
514,514,1
515,515,1
516,516,1
517,517,1
518,518,0
519,519,0
520,520,0
521,521,0
522,522,1
523,523,1
524,524,0
525,525,1
526,526,1
527,527,0
528,528,0
529,529,0
530,530,1
531,531,0
532,532,1
533,533,1
534,534,1
535,535,1
536,536,1
537,537,1
538,538,1
539,539,1
540,540,0
541,541,1
542,542,1
543,543,0
544,544,1
545,545,0
546,546,1
547,547,1
548,548,0
549,549,1
550,550,1
551,551,1
552,552,0
553,553,1
554,554,0
555,555,0
556,556,1
557,557,1
558,558,1
559,559,0
560,560,1
561,561,0
562,562,1
563,563,0
564,564,0
565,565,0
566,566,0
567,567,0
568,568,1
569,569,0
570,570,1
571,571,0
572,572,0
573,573,1
574,574,1
575,575,0
576,576,1
577,577,1
578,578,1
579,579,1
580,580,0
581,581,0
582,582,1
583,583,0
584,584,0
585,585,0
586,586,1
587,587,1
588,588,0
589,589,1
590,590,1
591,591,0
592,592,1
593,593,0
594,594,0
595,595,0
596,596,1
597,597,1
598,598,0
599,599,1
600,600,1
601,601,1
602,602,1
603,603,0
604,604,0
605,605,0
606,606,0
607,607,1
608,608,1
609,609,0
610,610,0
611,611,1
612,612,0
613,613,0
614,614,1
615,615,1
616,616,0
617,617,1
618,618,0
619,619,0
620,620,1
621,621,0
622,622,1
623,623,0
624,624,0
625,625,1
626,626,0
627,627,0
628,628,1
629,629,0
630,630,0
631,631,0
632,632,0
633,633,0
634,634,1
635,635,0
636,636,1
637,637,1
638,638,0
639,639,1
640,640,1
641,641,0
642,642,1
643,643,0
644,644,1
645,645,1
646,646,0
647,647,1
648,648,0
649,649,1
650,650,1
651,651,1
652,652,1
653,653,0
654,654,1
655,655,0
656,656,0
657,657,1
658,658,0
659,659,0
660,660,0
661,661,0
662,662,1
663,663,1
664,664,1
665,665,1
666,666,1
667,667,0
668,668,0
669,669,1
670,670,1
671,671,1
672,672,0
673,673,1
674,674,1
675,675,1
676,676,1
677,677,1
678,678,0
679,679,1
680,680,0
681,681,1
682,682,0
683,683,1
684,684,0
685,685,1
686,686,1
687,687,1
688,688,1
689,689,1
690,690,1
691,691,1
692,692,1
693,693,0
694,694,1
695,695,0
696,696,1
697,697,1
698,698,0
699,699,0
700,700,0
701,701,1
702,702,0
703,703,1
704,704,0
705,705,0
706,706,0
707,707,0
708,708,1
709,709,1
710,710,0
711,711,1
712,712,0
713,713,1
714,714,0
715,715,0
716,716,1
717,717,0
718,718,1
719,719,1
720,720,0
721,721,1
722,722,0
723,723,0
724,724,0
725,725,1
726,726,0
727,727,1
728,728,1
729,729,1
730,730,0
731,731,0
732,732,0
733,733,0
734,734,1
735,735,0
736,736,0
737,737,1
738,738,0
739,739,1
740,740,1
741,741,0
742,742,0
743,743,0
744,744,1
745,745,1
746,746,1
747,747,0
748,748,1
749,749,0
750,750,0
751,751,1
752,752,1
753,753,1
754,754,1
755,755,1
756,756,0
757,757,0
758,758,1
759,759,0
760,760,1
761,761,0
762,762,0
763,763,0
764,764,0
765,765,1
766,766,1
767,767,1
768,768,0
769,769,1
770,770,0
771,771,1
772,772,0
773,773,1
774,774,0
775,775,0
776,776,0
777,777,0
778,778,1
779,779,1
780,780,1
781,781,1
782,782,0
783,783,0
784,784,1
785,785,0
786,786,1
787,787,1
788,788,1
789,789,0
790,790,0
791,791,0
792,792,1
793,793,0
794,794,0
795,795,1
796,796,1
797,797,1
798,798,0
799,799,1
800,800,1
801,801,1
802,802,1
803,803,0
804,804,1
805,805,1
806,806,0
807,807,0
808,808,0
809,809,1
810,810,1
811,811,1
812,812,1
813,813,1
814,814,1
815,815,1
816,816,1
817,817,0
818,818,1
819,819,1
820,820,0
821,821,1
822,822,0
823,823,1
824,824,0
825,825,0
826,826,1
827,827,0
828,828,1
829,829,1
830,830,0
831,831,0
832,832,1
833,833,0
834,834,1
835,835,1
836,836,1
837,837,0
838,838,0
839,839,1
840,840,0
841,841,0
842,842,0
843,843,1
844,844,1
845,845,0
846,846,1
847,847,0
848,848,1
849,849,1
850,850,1
851,851,0
852,852,0
853,853,0
854,854,1
855,855,1
856,856,0
857,857,0
858,858,0
859,859,1
860,860,0
861,861,1
862,862,0
863,863,0
864,864,1
865,865,0
866,866,0
867,867,0
868,868,0
869,869,0
870,870,1
871,871,1
872,872,1
873,873,1
874,874,1
875,875,1
876,876,0
877,877,1
878,878,1
879,879,0
880,880,0
881,881,1
882,882,1
883,883,1
884,884,1
885,885,1
886,886,0
887,887,0
888,888,1
889,889,1
890,890,0
891,891,0
892,892,1
893,893,0
894,894,1
895,895,1
896,896,1
897,897,0
898,898,1
899,899,1
900,900,1
901,901,1
902,902,0
903,903,0
904,904,1
905,905,1
906,906,1
907,907,0
908,908,1
909,909,0
910,910,1
911,911,1
912,912,0
913,913,1
914,914,0
915,915,0
916,916,1
917,917,0
918,918,1
919,919,0
920,920,1
921,921,0
922,922,1
923,923,0
924,924,1
925,925,1
926,926,1
927,927,0
928,928,1
929,929,1
930,930,1
931,931,0
932,932,1
933,933,1
934,934,0
935,935,0
936,936,1
937,937,0
938,938,0
939,939,0
940,940,0
941,941,0
942,942,1
943,943,0
944,944,1
945,945,0
946,946,0
947,947,1
948,948,0
949,949,0
950,950,1
951,951,0
952,952,1
953,953,1
954,954,1
955,955,1
956,956,0
957,957,0
958,958,1
959,959,0
960,960,1
961,961,0
962,962,1
963,963,1
964,964,0
965,965,1
966,966,1
967,967,1
968,968,1
969,969,0
970,970,1
971,971,0
972,972,0
973,973,1
974,974,0
975,975,1
976,976,0
977,977,1
978,978,1
979,979,1
980,980,1
981,981,0
982,982,0
983,983,1
984,984,1
985,985,1
986,986,0
987,987,0
988,988,0
989,989,0
990,990,1
991,991,1
992,992,0
993,993,1
994,994,0
995,995,1
996,996,0
997,997,1
998,998,1
999,999,0
1000,1000,0
